level	frequency	NoteID	VocabKanji	VocabPitch	VocabPoS	VocabFurigana	VocabDefID	VocabPlus	VocabAudio	SentType1	SentKanji1	SentFurigana1	SentDefID1	SentAudio1	SentType2	SentKanji2	SentFurigana2	SentDefID2	SentAudio2	SentType3	SentKanji3	SentFurigana3	SentDefID3	SentAudio3	SentType4	SentKanji4	SentFurigana4	SentDefID4	SentAudio4	Sort	Alt1	Alt2	Tags
N5	頻度未定 (Belum Ditentukan)	0b4cdc34-2ed7-11ef-a183-99ad05e145f0	そこ	⓪	代	そこ	(merujuk tempat dekat lawan bicara) di situ; merujuk hal/keadaan yang baru saja disebutkan		[sound:そこ_ソコ━_0_NHK-2016-260118.mp3]		そこに座ってください	<b>そこ</b>に 座[すわ]ってください	Silakan duduk di situ	[sound:voicepeak-a8361949037d4542-260118.mp3]		そこまでは気づかなかった	<b>そこ</b>までは 気[き]づかなかった	Aku tidak menyadari sampai sejauh itu	[sound:voicepeak-a11ba087e53e4b74-260118.mp3]											1.0087			
N5	頻度未定 (Belum Ditentukan)	0b4ce45e-2ed7-11ef-a183-99ad05e145f0	そして	⓪	接	そして	kemudian, lalu		[sound:そして_ソシテ━_0_NHK-2016-260118.mp3]		兄はアメリカにいます。そして弟はカナダにいます	兄[あに]はアメリカにいます。<b>そして</b> 弟[おとうと]はカナダにいます	Kakak (laki-laki) ada di Amerika. Lalu, adik (laki-laki) ada di Kanada.	[sound:voicepeak-f899acda8ec94347-260119.mp3]																1.0332			
N5	頻度未定 (Belum Ditentukan)	0b4cef26-2ed7-11ef-a183-99ad05e145f0	そちら	⓪	代	そちら	situ, sana (dekat lawan bicara); pihak/orang di sana		[sound:そちら_ソチラ━_0_NHK-2016-260118.mp3]		夕方そちらに着きます	夕方[ゆうがた]<b>そちら</b>に 着[つ]きます	Sore ini saya akan tiba di sana (tempat Anda).	[sound:voicepeak-6f607bd5ae184d16-260118.mp3]		そちらのご意見はいかがですか	<b>そちら</b>のご 意見[いけん]はいかがですか	Bagaimana pendapat Anda?	[sound:voicepeak-aef56c3a6b1943dc-260118.mp3]											1.0095			
N5	頻度未定 (Belum Ditentukan)	0b4cf782-2ed7-11ef-a183-99ad05e145f0	そっち	③	代	そっち	situ, sana; itu, orang itu	「そちら」のくだけた言い方	[sound:そっち_ソッチ＼_3_NHK-2016-260118.mp3]		そっちが私の部屋です	<b>そっち</b>が 私[わたし]の 部屋[へや]です	Yang di situ kamar saya.	[sound:voicepeak-ef7f0916331f4a9d-260118.mp3]		そっちはどんな具合だ	<b>そっち</b>はどんな 具合[ぐあい]だ	Bagaimana keadaan di sana?	[sound:voicepeak-954552c62dbc4778-260118.mp3]											1.0091			
N5	頻度未定 (Belum Ditentukan)	0b4d018c-2ed7-11ef-a183-99ad05e145f0	その	⓪	連体	その	itu (dekat lawan bicara)		[sound:その_ソノ━_0_NHK-2016-260118.mp3]		そのえんぴつを取ってください	<b>その</b>えんぴつを 取[と]ってください	Tolong ambilkan pensil itu.	[sound:voicepeak-270a6706724848ed-260118.mp3]																1.0083			
N5	頻度未定 (Belum Ditentukan)	0b4d1a32-2ed7-11ef-a183-99ad05e145f0	そば	①	名	そば	sebelah, dekat	側	[sound:そば_ソ＼バ_1_NHK-2016-260118.mp3]		そばにいてください	<b>そば</b>にいてください	Tolong tetap berada di sisiku.	[sound:voicepeak-76dfd94a5b5743bb-260120.mp3]		そばで見ている	<b>そば</b>で 見[み]ている	Melihat dari dekat.	[sound:voicepeak-65d89ba5e9ce4aac-260120.mp3]											1.0496			
N5	頻度未定 (Belum Ditentukan)	0b92afc0-2ed7-11ef-a183-99ad05e145f0	ソファー	①	名	sofa	sofa		[sound:ソファー_ソ＼ファー_1_NHK-2016-260118.mp3]		このソファーは気持ちがいい	この<b>ソファー</b>は 気持[きも]ちがいい	Sofa ini nyaman.	[sound:voicepeak-32781937ebea4c92-260118.mp3]																1.0258			
N5	頻度未定 (Belum Ditentukan)	0b4d2252-2ed7-11ef-a183-99ad05e145f0	それ	⓪	代	それ	itu (dekat lawan bicara)		[sound:それ_ソレ━_0_NHK-2016-260118.mp3]		それどこで買ったの	<b>それ</b>どこで 買[か]ったの	Itu dibeli di mana?	[sound:voicepeak-de4e8dfcfe7c4ad3-260118.mp3]		それはとってもいい話だ	<b>それ</b>はとってもいい 話[はなし]だ	Itu cerita yang sangat bagus.	[sound:voicepeak-93024dd58cdd42dd-260118.mp3]											1.0078			
N5	頻度未定 (Belum Ditentukan)	0b4d2a5e-2ed7-11ef-a183-99ad05e145f0	それから	⓪	接	それから	kemudian; selain itu, lagi pula		[sound:それから_ソレカラ━_0_NHK-2016-260118.mp3]		買いたいものはバッグ、靴それから化粧品です	買[か]いたいものはバッグ、 靴[くつ]<b>それから</b> 化粧品[けしょうひん]です	Barang yang ingin dibeli adalah tas, sepatu, dan juga kosmetik.	[sound:voicepeak-0de4ff218cf14b7a-260119.mp3]																1.0335			
N5	頻度未定 (Belum Ditentukan)	0b4d3260-2ed7-11ef-a183-99ad05e145f0	それでは	③	接	それでは	kalau begitu		[sound:それでは_ソレデ＼ワ_3_NHK-2016-260118.mp3]		それではこれで失礼します	<b>それでは</b>これで 失礼[しつれい]します	Kalau begitu, saya permisi dulu.	[sound:voicepeak-570720c1e8f44723-260120.mp3]																1.0481			
N5	頻度未定 (Belum Ditentukan)	0b6e491e-2ed7-11ef-a183-99ad05e145f0	そろそろ	①	副	そろそろ	sebentar lagi, sudah waktunya		[sound:そろそろ_ソ＼ロソロ_1_NHK-2016-260118.mp3]		そろそろ始めましょうか	<b>そろそろ</b> 始[はじ]めましょうか	Sebentar lagi kita mulai, yuk?	[sound:voicepeak-1a8347f21313435d-260118.mp3]																1.0234			
N5	頻度未定 (Belum Ditentukan)	0b6e513e-2ed7-11ef-a183-99ad05e145f0	そんな	⓪	ナ形・連体・感	そんな	seperti itu, begitu		[sound:そんな_ソンナ━_0_NHK-2016-260118.mp3]		そんなやり方ではだめだ	<b>そんな</b>やり 方[かた]ではだめだ	Cara seperti itu tidak boleh.	[sound:voicepeak-745658608bd547ef-260118.mp3]		そんな大きな魚は見たこともない	<b>そんな</b> 大[おお]きな 魚[さかな]は 見[み]たこともない	Saya belum pernah melihat ikan sebesar itu.	[sound:voicepeak-9b5056766fc24316-260118.mp3]											1.0099			
N5	頻度未定 (Belum Ditentukan)	0b4d42c8-2ed7-11ef-a183-99ad05e145f0	だから	①	接	だから	oleh karena itu, jadi		[sound:だから_ダ＼カラ_1_NHK-2016-260118.mp3]		外は雨だ。だから出かけるのはやめた	外[そと]は 雨[あめ]だ。<b>だから</b> 出[で]かけるのはやめた	Di luar hujan. Jadi saya batal pergi keluar.	[sound:voicepeak-911a809bc7e84b5e-260119.mp3]																1.0334			
N5	頻度未定 (Belum Ditentukan)	0b4d4afc-2ed7-11ef-a183-99ad05e145f0	たくさん	⓪③	名・副	たくさん	banyak	沢山	[sound:たくさん_タクサン━_0_NHK-2016-260118.mp3]		昨日はたくさん泳ぎました	昨日[きのう]は<b>たくさん</b> 泳[およ]ぎました	Kemarin saya berenang banyak (cukup lama).	[sound:voicepeak-637790b7a18948da-260119.mp3]																1.0326			
N5	頻度未定 (Belum Ditentukan)	0b4d533a-2ed7-11ef-a183-99ad05e145f0	タクシー	①	名	taxi	taksi		[sound:タクシー_タ＼クシー_1_NHK-2016-260118.mp3]		タクシーを拾う	<b>タクシー</b>を 拾[ひろ]う	Menyetop taksi.	[sound:voicepeak-14e23dcc89f746eb-260120.mp3]																1.0467			
N5	頻度未定 (Belum Ditentukan)	0b4d5b46-2ed7-11ef-a183-99ad05e145f0	だけ		副助	だけ	hanya, saja		[sound:だけ_ダケ＼_2_Shinmeikai-8-260118.mp3]		きみにだけ話す	きみに<b>だけ</b> 話[はな]す	Hanya bicara padamu saja.	[sound:voicepeak-10aded0c6ea8412a-260118.mp3]																1.0263			
N5	頻度未定 (Belum Ditentukan)	0b4d63b6-2ed7-11ef-a183-99ad05e145f0	ただ	①	名・副・接	ただ	gratis; hanya; tetapi, hanya saja; biasa		[sound:ただ_タ＼ダ_1_NHK-2016-260118.mp3]		この温泉はただです	この 温泉[おんせん]は<b>ただ</b>です	Onsen ini gratis.	[sound:voicepeak-218d2374d43248cd-260119.mp3]		私はただ彼女と話したかっただけです	私[わたし]は<b>ただ</b> 彼女[かのじょ]と 話[はな]したかっただけです	Saya hanya ingin bicara dengannya saja.	[sound:voicepeak-b9ef2064d54c4cb8-260119.mp3]		山に行ってもいい。ただ、天気には気をつけて	山[やま]に 行[い]ってもいい。<b>ただ</b>、 天気[てんき]には 気[き]をつけて	Boleh pergi ke gunung. Tapi, hati-hati dengan cuacanya.	[sound:voicepeak-e2b7b01118e4412c-260119.mp3]		あの人とはただの友だちだ	あの 人[ひと]とは<b>ただ</b>の 友[とも]だちだ	Dengan orang itu, kami cuma teman biasa.	[sound:voicepeak-0-あの人とはただの友だちだ-260426.mp3]	1.0401			
N5	頻度未定 (Belum Ditentukan)	0b4d6c26-2ed7-11ef-a183-99ad05e145f0	ただ今	②④	名・副・感	ただいま	baru saja; sekarang; segera; (ucapan) aku pulang	只今	[sound:ただ今_タダ＼イマ_2_NHK-2016-260118.mp3]		ただ今家に着いた	<b>ただ 今[いま]</b> 家[いえ]に 着[つ]いた	Baru saja sampai di rumah.	[sound:voicepeak-75d7b3085a304e3e-260120.mp3]		ただ今から始めます	<b>ただ 今[いま]</b>から 始[はじ]めます	Mulai sekarang.	[sound:voicepeak-002bc83e9f05409a-260120.mp3]		ただ今まいります	<b>ただ 今[いま]</b>まいります	Segera datang.	[sound:voicepeak-82d93b6c56054eab-260120.mp3]		お父さん、ただいま	お 父[とう]さん、<b>ただいま</b>	Ayah, aku pulang.	[sound:voicepeak-0-お父さん、ただいま-260120.mp3]	1.055			
N5	頻度未定 (Belum Ditentukan)	0b7838c0-2ed7-11ef-a183-99ad05e145f0	たまに	⓪	副	たまに	kadang-kadang, sesekali	偶に	[sound:たまに_タマニ━_0_NHK-2016-260118.mp3]		彼はたまに料理をします	彼[かれ]は<b>たまに</b> 料理[りょうり]をします	Dia kadang-kadang memasak.	[sound:voicepeak-a7b9dc6cb9a94a95-260119.mp3]																1.0331			
N5	頻度未定 (Belum Ditentukan)	0b4d84f4-2ed7-11ef-a183-99ad05e145f0	ダンス	①	名	dance	tari (gaya barat), dansa		[sound:ダンス_ダ＼ンス_1_NHK-2016-260118.mp3]		ダンスパーティー	<b>ダンス</b>パーティー	Pesta dansa.	[sound:ダンスパーティー_ダンスパ＼ーティー_4_NHK-2016-260118.mp3]																1.0472			
N5	頻度未定 (Belum Ditentukan)	0b4d8d82-2ed7-11ef-a183-99ad05e145f0	だんだん	⓪	副	だんだん	makin lama makin, secara bertahap		[sound:だんだん_ダンダン━_0_NHK-2016-260118.mp3]		だんだん仕事が楽しくなってきました	<b>だんだん</b> 仕事[しごと]が 楽[たの]しくなってきました	Pekerjaan makin lama makin terasa menyenangkan.	[sound:voicepeak-cf16646da2bb401c-260120.mp3]																1.0473			
N5	頻度未定 (Belum Ditentukan)	0b4dc130-2ed7-11ef-a183-99ad05e145f0	チケット	②①	名	ticket	tiket		[sound:チケット_チ＼ケット_1_NHK-2016-260118.mp3]		チケットを予約する	<b>チケット</b>を 予約[よやく]する	Memesan tiket.	[sound:voicepeak-21d198d38c7a472d-260120.mp3]																1.0475			
N5	頻度未定 (Belum Ditentukan)	0b47d982-2ed7-11ef-a183-99ad05e145f0	〜ちゃん		接尾	〜ちゃん	#NAME?	人名や人を表す語に付いて、親しみの気持ちを表す	[sound:チャン_チャ＼ン_1_Shinmeikai-8-260118.mp3]		姉ちゃん	姉[ねえ]<b>ちゃん</b>	kakak perempuan (panggilan akrab)	[sound:voicepeak-0-姉ちゃん-260317.mp3]		花子ちゃん	花子[はなこ]<b>ちゃん</b>	Hanako (panggilan akrab)	[sound:voicepeak-45d01313b1f644e8-260119.mp3]											1.034			
N5	頻度未定 (Belum Ditentukan)	0b4dc982-2ed7-11ef-a183-99ad05e145f0	ちょうど	⓪	副	ちょうど	pas, tepat	丁度	[sound:ちょうど_チョード━_0_NHK-2016-260118.mp3]		値段はちょうど3万円です	値段[ねだん]は<b>ちょうど</b>3 万[まん] 円[えん]です	Harganya pas 30 ribu yen.	[sound:voicepeak-8d302ebff93a4d57-260118.mp3]		ちょうど電車に間に合った	<b>ちょうど</b> 電車[でんしゃ]に 間[ま]に 合[あ]った	Pas sempat naik kereta.	[sound:voicepeak-15bcde6b0ff741a1-260118.mp3]		ちょうどたまごのような形だ	<b>ちょうど</b>たまごのような 形[かたち]だ	Bentuknya persis seperti telur.	[sound:voicepeak-479115f84a8c4302-260118.mp3]						1.0239			
N5	頻度未定 (Belum Ditentukan)	0b4dd9fe-2ed7-11ef-a183-99ad05e145f0	チョコレート	③	名	chocolate	cokelat		[sound:チョコレート_チョコレ＼ート_3_NHK-2016-260118.mp3]		ミルクチョコレート	ミルク<b>チョコレート</b>	Cokelat susu.	[sound:ミルクチョコレート_ミルクチョコレ＼ート_6_NHK-2016-260118.mp3]																1.0476			
N5	頻度未定 (Belum Ditentukan)	0b4de2f0-2ed7-11ef-a183-99ad05e145f0	ちょっと	①③	副・感	ちょっと	sedikit, sebentar		[sound:ちょっと_チョ＼ット_1_NHK-2016-260118.mp3]		ちょっと待ってください	<b>ちょっと</b> 待[ま]ってください	Tolong tunggu sebentar.	[sound:voicepeak-69c8ff95353a48fa-260120.mp3]		塩をちょっと入れなさい	塩[しお]を<b>ちょっと</b> 入[い]れなさい	Masukkan sedikit garam.	[sound:voicepeak-c5ed4ce66fc24c3a-260120.mp3]		あすの天気はちょっとわからない	あすの 天気[てんき]は<b>ちょっと</b>わからない	Cuaca besok agak sulit dipastikan.	[sound:voicepeak-83d573a2d4e2430f-260120.mp3]						1.0478			
N5	頻度未定 (Belum Ditentukan)	0b4df614-2ed7-11ef-a183-99ad05e145f0	つまらない	③	連語	つまらない	membosankan; remeh, tidak berharga		[sound:つまらない_ツマラ＼ナイ_3_NHK-2016-260118.mp3]		彼の話はつまらないですね	彼[かれ]の 話[はなし]は<b>つまらない</b>ですね	Ceritanya membosankan ya.	[sound:voicepeak-0df7bd8a610f448a-260120.mp3]		つまらないものですが、おひとつどうぞ	<b>つまらない</b>ものですが、おひとつどうぞ	Ini cuma barang kecil, tapi silakan diterima.	[sound:voicepeak-6daad9982e984d6e-260120.mp3]											1.0471			
N5	頻度未定 (Belum Ditentukan)	0b4e0f14-2ed7-11ef-a183-99ad05e145f0	テーブル	⓪	名	table	meja; tabel		[sound:テーブル_テーブル━_0_NHK-2016-260118.mp3]		テーブルマナー	<b>テーブル</b>マナー	Etika meja makan.	[sound:テーブルマナー_テーブルマ＼ナー_5_NHK-2016-260118.mp3]		タイムテーブル	タイム<b>テーブル</b>	Jadwal waktu.	[sound:タイムテーブル_タイムテ＼ーブル_4_NHK-2016-260118.mp3]											1.0259			
N5	頻度未定 (Belum Ditentukan)	0b4e2094-2ed7-11ef-a183-99ad05e145f0	テキスト	①②	名	text	buku teks; teks		[sound:テキスト_テ＼キスト_1_NHK-2016-260118.mp3]		テキストを読んでください	<b>テキスト</b>を 読[よ]んでください	Tolong baca teksnya.	[sound:voicepeak-9f7126d9ed3d4757-260120.mp3]																1.046			
N5	頻度未定 (Belum Ditentukan)	0b4e2904-2ed7-11ef-a183-99ad05e145f0	できる	②	自動2・補動	できる	bisa, mampu; selesai, jadi	出来る	[sound:できる_デキ＼ル_2_NHK-2016-260118.mp3]		彼女はイタリア語ができます	彼女[かのじょ]はイタリア 語[ご]が<b>でき</b>ます	Dia bisa bahasa Italia.	[sound:voicepeak-79a70d340e1a47e4-260120.mp3]		宿題は全部できた	宿題[しゅくだい]は 全部[ぜんぶ]<b>でき</b>た	PR sudah selesai semua.	[sound:voicepeak-3d500cd7d9694339-260120.mp3]											1.0461			
N5	頻度未定 (Belum Ditentukan)	0b6ee090-2ed7-11ef-a183-99ad05e145f0	ですから	①	接	ですから	oleh karena itu (bentuk sopan)		[sound:voicepeak-0-ですから-260119.mp3]		風邪を引きました。ですから、学校を休みました	風邪[かぜ]を 引[ひ]きました。<b>ですから</b>、 学校[がっこう]を 休[やす]みました	Saya masuk angin. Karena itu, saya izin tidak masuk sekolah.	[sound:voicepeak-1e32f8a85ee345ef-260119.mp3]																1.0394			
N5	頻度未定 (Belum Ditentukan)	0b4e3142-2ed7-11ef-a183-99ad05e145f0	テスト	①	他動3・名	test	tes, ujian		[sound:テスト_テ＼スト_1_NHK-2016-260118.mp3]		テストに合格する	<b>テスト</b>に 合格[ごうかく]する	Lulus ujian.	[sound:voicepeak-5eccdf4345294fc0-260120.mp3]		期末テスト	期末[きまつ]<b>テスト</b>	Ujian akhir semester.	[sound:期末テスト_キマツテ＼スト_4_NHK-2016-260118.mp3]											1.0462			
N5	頻度未定 (Belum Ditentukan)	0b6ee8b0-2ed7-11ef-a183-99ad05e145f0	テニス	①	名	tennis	tenis		[sound:テニス_テ＼ニス_1_NHK-2016-260118.mp3]		彼らはよくテニスをしています	彼[かれ]らはよく<b>テニス</b>をしています	Mereka sering bermain tenis.	[sound:voicepeak-79130582dd394a6b-260119.mp3]		彼女は有名なテニスプレーヤーだ	彼女[かのじょ]は 有名[ゆうめい]な<b>テニス</b>プレーヤーだ	Dia pemain tenis yang terkenal.	[sound:voicepeak-d930913ac4144189-260119.mp3]											1.0395			
N5	頻度未定 (Belum Ditentukan)	0b4e3930-2ed7-11ef-a183-99ad05e145f0	では	①	接	では	kalau begitu		[sound:では_デ＼ワ_1_NHK-2016-260118.mp3]		では、お先に	<b>では</b>、お 先[さき]に	Kalau begitu, saya duluan.	[sound:voicepeak-57952f6ef4fe4a45-260120.mp3]																1.0463			
N5	頻度未定 (Belum Ditentukan)	0b4e4128-2ed7-11ef-a183-99ad05e145f0	デパート	②	名	department store	department store, toserba		[sound:デパート_デパ＼ート_2_NHK-2016-260118.mp3]		私はデパートで靴を買った	私[わたし]は<b>デパート</b>で 靴[くつ]を 買[か]った	Saya membeli sepatu di department store.	[sound:voicepeak-764206444bd44a40-260120.mp3]																1.0464			
N5	頻度未定 (Belum Ditentukan)	0b4e4952-2ed7-11ef-a183-99ad05e145f0	でも	①	接	でも	tetapi, namun; walaupun ... tetap		[sound:デモ_デ＼モ_1_NHK-2016-260118.mp3]		でも私はできませんよ	<b>でも</b> 私[わたし]はできませんよ	Tapi saya tidak bisa lho.	[sound:voicepeak-5fbf083b0234498d-260119.mp3]		子どもにでもできる	子[こ]どもに<b>でも</b>できる	Bahkan anak kecil pun bisa.	[sound:voicepeak-7b2a18c4923a4b68-260119.mp3]											1.0336			
N5	頻度未定 (Belum Ditentukan)	0b4e51cc-2ed7-11ef-a183-99ad05e145f0	テレビ	①	名	television	televisi		[sound:テレビ_テ＼レビ_1_NHK-2016-260118.mp3]		私はテレビをあまり見ません	私[わたし]は<b>テレビ</b>をあまり 見[み]ません	Saya tidak terlalu sering menonton televisi.	[sound:voicepeak-7c6888f39490484f-260120.mp3]																1.0465			
N5	頻度未定 (Belum Ditentukan)	0b4e6202-2ed7-11ef-a183-99ad05e145f0	ドア	①	名	door	pintu (gaya barat)		[sound:ドア_ド＼ア_1_NHK-2016-260118.mp3]		ドアを開けてください	<b>ドア</b>を 開[あ]けてください	Tolong buka pintunya.	[sound:voicepeak-78e400b495e644e6-260120.mp3]																1.047			
N5	頻度未定 (Belum Ditentukan)	0b4e6a4a-2ed7-11ef-a183-99ad05e145f0	トイレ	①	名	toilet	toilet, kamar kecil		[sound:トイレ_ト＼イレ_1_NHK-2016-260118.mp3]		トイレに行く	<b>トイレ</b>に 行[い]く	Pergi ke toilet.	[sound:voicepeak-e421d7f00d014c9d-260120.mp3]																1.0466			
N5	頻度未定 (Belum Ditentukan)	0b4e727e-2ed7-11ef-a183-99ad05e145f0	どう	①	副	どう	bagaimana		[sound:どう_ド＼ー_1_NHK-2016-260118.mp3]		あなたはどう思いますか	あなたは<b>どう</b> 思[おも]いますか	Menurutmu bagaimana?	[sound:voicepeak-25a074065f664ddf-260118.mp3]																1.011			
N5	頻度未定 (Belum Ditentukan)	6607a65e-679e-11ef-89c9-3b0955f1365d	どういう	①	連体	どういう	seperti apa, jenis apa		[sound:どういう_ド＼ーユー_1_NHK-2016-260118.mp3]		その人はどういう人か	その 人[ひと]は<b>どういう</b> 人[ひと]か	Orang itu orang seperti apa?	[sound:voicepeak-2a268055593b4fb3-260118.mp3]																1.0107			
N5	頻度未定 (Belum Ditentukan)	6cd73fc4-b061-11ef-b775-e7560ea47657	どういたしまして	①+④	連語	どういたしまして	sama-sama, terima kasih kembali		[sound:voicepeak-0-どういたしまして-260118.mp3]		「プレゼントをありがとう」「どういたしまして」	「プレゼントをありがとう」「<b>どういたしまして</b>」	“Terima kasih atas hadiahnya” “Sama-sama.”	[sound:voicepeak-d5fbc8a1c53c4e47-260118.mp3]																1.0064			
N5	頻度未定 (Belum Ditentukan)	0b93f876-2ed7-11ef-a183-99ad05e145f0	どうか	①	副・連語	どうか	mohon (dengan sangat); dengan cara apa pun, entah bagaimana; entah kenapa, tidak beres		[sound:どうか_ド＼ーカ_1_NHK-2016-260118.mp3]		どうかお許しください	<b>どうか</b>お 許[ゆる]しください	Mohon maafkan saya.	[sound:voicepeak-36cba06a21ce401b-260119.mp3]		あの大きな音はどうかならないものか	あの 大[おお]きな 音[おと]は<b>どうか</b>ならないものか	Apa suara keras itu tidak bisa diatasi dengan cara apa pun?	[sound:voicepeak-ca8b22656cd34551-260119.mp3]		彼女の言い方はどうかと思う	彼女[かのじょ]の 言[い]い 方[かた]は<b>どうか</b>と 思[おも]う	Saya rasa cara bicaranya agak kurang tepat.	[sound:voicepeak-d799ff17cbc940d9-260119.mp3]						1.0366			
N5	頻度未定 (Belum Ditentukan)	0b4e8336-2ed7-11ef-a183-99ad05e145f0	どうして	①	副	どうして	kenapa, mengapa		[sound:どうして_ド＼ーシテ_1_NHK-2016-260118.mp3]		どうして泣いているの	<b>どうして</b> 泣[な]いているの	Kenapa kamu menangis?	[sound:voicepeak-22acb6d879954bfe-260118.mp3]																1.0111			
N5	頻度未定 (Belum Ditentukan)	0b4e8b1a-2ed7-11ef-a183-99ad05e145f0	どうぞ	①	副	どうぞ	silakan		[sound:どうぞ_ド＼ーゾ_1_NHK-2016-260118.mp3]		こちらへどうぞ	こちらへ<b>どうぞ</b>	Silakan ke sini.	[sound:voicepeak-eb9f4d92aa6b4abd-260120.mp3]		お茶をどうぞ	お 茶[ちゃ]を<b>どうぞ</b>	Silakan minum tehnya.	[sound:voicepeak-283b1f5dfe604e1f-260120.mp3]											1.0468			
N5	頻度未定 (Belum Ditentukan)	0b4e9312-2ed7-11ef-a183-99ad05e145f0	どうも	①	副	どうも	sangat, benar-benar; bagaimanapun (tidak); entah kenapa terasa		[sound:どうも_ド＼ーモ_1_NHK-2016-260118.mp3]		どうもありがとう	<b>どうも</b>ありがとう	Terima kasih banyak.	[sound:voicepeak-b2d126e4a312421d-260118.mp3]		名前をどうも思い出せない	名前[なまえ]を<b>どうも</b> 思[おも]い 出[だ]せない	Bagaimanapun saya tidak bisa mengingat namanya.	[sound:voicepeak-8fed7d2c2e534091-260118.mp3]		どうも道に迷ったようだ	<b>どうも</b> 道[みち]に 迷[まよ]ったようだ	Sepertinya saya benar-benar tersesat.	[sound:voicepeak-8ac6a3c67ac1410d-260118.mp3]						1.0063			
N5	頻度未定 (Belum Ditentukan)	0b4e9b6e-2ed7-11ef-a183-99ad05e145f0	どうやって		成句	どうやって	bagaimana caranya		[sound:voicepeak-0-どうやって-260120.mp3]		どうやってその本を手に入れたの	<b>どうやって</b>その 本[ほん]を 手[て]に 入[い]れたの	Bagaimana caranya kamu mendapatkan buku itu?	[sound:voicepeak-eea9a58267c24836-260120.mp3]																1.048			
N5	頻度未定 (Belum Ditentukan)	0b4ea398-2ed7-11ef-a183-99ad05e145f0	どこ	①	代	どこ	di mana		[sound:どこ_ド＼コ_1_NHK-2016-260118.mp3]		あの本をどこに置きましたか	あの 本[ほん]を<b>どこ</b>に 置[お]きましたか	Buku itu kamu taruh di mana?	[sound:voicepeak-a0e343aae7914709-260118.mp3]																1.0089			
N5	頻度未定 (Belum Ditentukan)	0b6f1222-2ed7-11ef-a183-99ad05e145f0	どこか	①	連語	どこか	suatu tempat, di mana gitu; entah kenapa, agak		[sound:どこか_ド＼コカ_1_NHK-2016-260118.mp3]		彼はどこかこのへんに住んでいる	彼[かれ]は<b>どこか</b>このへんに 住[す]んでいる	Dia tinggal di suatu tempat di sekitar sini.	[sound:voicepeak-d8439bf7857041b3-260119.mp3]		どこか変だ	<b>どこか</b> 変[へん]だ	Entah kenapa terasa aneh.	[sound:voicepeak-66bc0b7f83964909-260119.mp3]											1.0398			
N5	頻度未定 (Belum Ditentukan)	0b4eabea-2ed7-11ef-a183-99ad05e145f0	どちら	①	代	どちら	ke mana; yang mana; siapa (sopan)		[sound:どちら_ド＼チラ_1_NHK-2016-260118.mp3]		どちらへ行きましたか	<b>どちら</b>へ 行[い]きましたか	Pergi ke mana?	[sound:voicepeak-9cde4ec8d381484e-260118.mp3]		肉と魚とどちらが好きですか	肉[にく]と 魚[さかな]と<b>どちら</b>が 好[す]きですか	Suka yang mana, daging atau ikan?	[sound:voicepeak-417891b3626f4c3b-260118.mp3]		どちらさまでしょうか	<b>どちら</b>さまでしょうか	Ini dengan siapa ya? (sopan)	[sound:voicepeak-e5fc7449a29f4127-260118.mp3]						1.0097			
N5	頻度未定 (Belum Ditentukan)	0b4eb400-2ed7-11ef-a183-99ad05e145f0	どっち	①	代	どっち	yang mana, sebelah mana	「どちら」のくだけた言い方	[sound:どっち_ド＼ッチ_1_NHK-2016-260118.mp3]		西はどっちですか	西[にし]は<b>どっち</b>ですか	Arah mana yang barat?	[sound:voicepeak-685bebc0929a4e7a-260118.mp3]		どっちの色が好きですか	<b>どっち</b>の 色[いろ]が 好[す]きですか	Suka warna yang mana?	[sound:voicepeak-9e888437a76e4037-260118.mp3]		どっちが年上ですか	<b>どっち</b>が 年上[としうえ]ですか	Siapa yang lebih tua?	[sound:voicepeak-56f395b3b2fb4b19-260118.mp3]						1.0093			
N5	頻度未定 (Belum Ditentukan)	0b4ebc20-2ed7-11ef-a183-99ad05e145f0	とても	⓪	副	とても	sangat		[sound:とても_トテモ━_0_NHK-2016-260118.mp3]		この本はとてもおもしろい	この 本[ほん]は<b>とても</b>おもしろい	Buku ini sangat menarik.	[sound:voicepeak-a670caa3168f4359-260120.mp3]																1.0483			
N5	頻度未定 (Belum Ditentukan)	0b4ec422-2ed7-11ef-a183-99ad05e145f0	どなた	①	代	どなた	siapa (sopan)	「だれ」の意の尊敬語	[sound:どなた_ド＼ナタ_1_NHK-2016-260118.mp3]		失礼ですが、どなたですか	失礼[しつれい]ですが、<b>どなた</b>ですか	Maaf, ini dengan siapa ya?	[sound:voicepeak-c58c79cfbcba4a67-260118.mp3]																1.0115			
N5	頻度未定 (Belum Ditentukan)	0b4ecc4c-2ed7-11ef-a183-99ad05e145f0	どの	①	連体	どの	yang mana		[sound:どの_ド＼ノ_1_NHK-2016-260118.mp3]		どの花が好きですか	<b>どの</b> 花[はな]が 好[す]きですか	Suka bunga yang mana?	[sound:voicepeak-530764bdc4d34ccb-260118.mp3]																1.0085			
N5	頻度未定 (Belum Ditentukan)	0b4edc64-2ed7-11ef-a183-99ad05e145f0	どれ	①	代	どれ	yang mana		[sound:どれ_ド＼レ_1_NHK-2016-260118.mp3]		この中でどれが好きですか	この 中[なか]で<b>どれ</b>が 好[す]きですか	Dari yang ini, suka yang mana?	[sound:voicepeak-f911c5fb5ef14cb3-260118.mp3]																1.0081			
